item_type,title,creators,first_name,last_name,ean_isbn13,upc_isbn10,description,publisher,publish_date,group,tags,notes,price,length,number_of_discs,number_of_players,age_group,ensemble,aspect_ratio,esrb,rating,review,review_date,status,began,completed,added,copies,image_url,date_added,read_next
book,Batman: Urban Legends Vol. 1,"Matthew Rosenberg, Chip Zdarsky, Ryan Benjamin (Illustrator), Eddy Barrows (Illustrator)",Matthew,Rosenberg,9781779512178,1779512171,"""Batman created by Bob Kane with Bill Finger""",DC Comics,2021-12-07,Right Case,,,,264.0,,,,,,,,,,,,,2025-09-23,1.0,https://covers.openlibrary.org/b/isbn/9781779512178-L.jpg,2025-09-28,False
book,Loud and Smart and in Color,Alex Krokus,Alex,Krokus,9798886200607,,"""It's all about the tasty, clever twists each of Alex's comics take; those unexpected turns only the funniest kind of sicko could come up with!"" - Lisa Hanawalt, Tuca &amp; Bertie Meet Alex: an internet-addicted raccoon and his misadventures in the big bad city. Each day reveals a new wonder of modern living, from the highs of creating art to the lows of paying rent, captured forever in a four-panel comic. You'll laugh, you'll cry, you'll like/share/subscribe. Loud &amp; Smart &amp; In Color collects more than 80 brand-new, weird, wonderful Loud &amp; Smart comics by Alex Krokus in color for the first time.",Silver Sprocket,2025-02-19,Right Case,,,,88.0,,,,,,,,,,,,,2025-09-23,1.0,https://covers.openlibrary.org/b/isbn/9798886200607-L.jpg,2025-09-28,False
book,Biochemistry For Dummies,"John T. Moore, Richard H. Langley",John,Moore,9781119860952,1119860954,"It’s alive! It’s alive! (Thanks to biochemistry, that is.) Biochemistry is the science of the chemical processes that allow for…well…life. If it moves, breathes, eats, or sleeps, biochemistry can probably explain how. So, it stands to reason that the fundamentals of biochemistry can get a little complicated. In Biochemistry For Dummies, you’ll explore the carbons, proteins, and cellular systems that make up the biochemical processes that create and sustain life of all kinds. Perfect for students majoring in biology, chemistry, pre-med, health-services, and other science-related fields, this book tracks a typical college-level biochemistry class. It simplifies and clarifies the subject with easy-to-follow diagrams and real-world examples. You’ll also get: Explorations of cell biology, carbohydrates, proteins, lipids, and other fundamental building blocks of life Discussions of the basic structures common to all living organisms Treatments of the microscopic details of life that make us all tick If you’re looking for a hand with some of the trickier parts of biochemistry—or you just need an accessible overview of the subject—check out Biochemistry For Dummies today!",John Wiley &amp; Sons,2022-02-15,Right Case,,,,368.0,,,,,,,,,,,,,2025-09-23,1.0,https://covers.openlibrary.org/b/isbn/9781119860952-L.jpg,2025-09-28,False
book,Data Science - The MIT Press Essential Knowledge series,"John D. Kelleher, Brendan Tierney",John,Kelleher,9780262535434,262535432,"A concise introduction to the emerging field of data science, explaining its evolution, relation to machine learning, current uses, data infrastructure issues, and ethical challenges.The goal of data science is to improve decision making through the analysis of data. Today data science determines the ads we see online, the books and movies that are recommended to us online, which emails are filtered into our spam folders, and even how much we pay for health insurance. This volume in the MIT Press Essential Knowledge series offers a concise introduction to the emerging field of data science, explaining its evolution, current uses, data infrastructure issues, and ethical challenges.It has never been easier for organizations to gather, store, and process data. Use of data science is driven by the rise of big data and social media, the development of high-performance computing, and the emergence of such powerful methods for data analysis and modeling as deep learning. Data science encompasses a set of principles, problem definitions, algorithms, and processes for extracting non-obvious and useful patterns from large datasets. It is closely related to the fields of data mining and machine learning, but broader in scope. This book offers a brief history of the field, introduces fundamental data concepts, and describes the stages in a data science project. It considers data infrastructure and the challenges posed by integrating data from multiple sources, introduces the basics of machine learning, and discusses how to link machine learning expertise with real-world problems. The book also reviews ethical and legal issues, developments in data regulation, and computational approaches to preserving privacy. Finally, it considers the future impact of data science and offers principles for success in data science projects.",The MIT Press,2018-04-13,Right Case,,,,280.0,,,,,,,,,,,,,2025-09-23,1.0,https://covers.openlibrary.org/b/isbn/9780262535434-L.jpg,2025-09-28,False
book,"Hardwiring Happiness: The New Brain Science of Contentment, Calm, and Confidence",Rick Hanson,Rick,Hanson,9780385347334,385347332,"Why is it easier to ruminate over hurt feelings than it is to bask in the warmth of being appreciated? Because your brain evolved to learn quickly from bad experiences but slowly from good ones. You can change this. Life isn’t easy, and having a brain wired to take in the bad and ignore the good makes us worried, irritated, and stressed, instead of confident, secure, and happy. But each day is filled with opportunities to build inner strengths and Dr. Rick Hanson, an acclaimed clinical psychologist, shows what you can do to override the brain’s default pessimism. Hardwiring Happiness lays out a simple method that uses the hidden power of everyday experiences to build new neural structures full of happiness, love, confidence, and peace. You’ll learn to see through the lies your brain tells you. Dr. Hanson’s four steps build strengths into your brain— counterbalancing its ancient negativity bias—making contentment and a powerful sense of resilience the new normal. In mere minutes each day, you can transform your brain into a refuge and power center of calm and happiness. You can hardwire in happiness.",Harmony,2016-12-27,Right Case,,,,304.0,,,,,,,,,,,,,2025-09-23,1.0,"https://m.media-amazon.com/images/I/51FDcZCMZeL._UF1000,1000_QL80_.jpg",2025-09-28,False
book,How to Create a Mind: The Secret of Human Thought Revealed,Ray Kurzweil,Ray,Kurzweil,9780143124047,143124048,"The bestselling author of The Singularity Is Near explores the limitless potential of reverse-engineering the human brain Ray Kurzweil is arguably today&rsquo;s most influential futurist. In How to Create a Mind, he presents a provocative exploration of the most important project in the human-machine civilization: reverse-engineering the brain to understand precisely how it functions and using that knowledge to create even more intelligent machines. Kurzweil discusses how the brain works, how the mind emerges, brain-computer interfaces, and the implications of vastly increasing the powers of our intelligence to address the world&rsquo;s problems. Certain to be one of the most widely discussed and debated science books of the year, How to Create a Mind is sure to take its place alongside Kurzweil&rsquo;s previous classics.",Penguin Books,2013-08-27,Right Case,,,,352.0,,,,,,,,,,,,,2025-09-23,1.0,https://covers.openlibrary.org/b/isbn/9780143124047-L.jpg,2025-09-28,False
book,Calling Bullshit,"Carl T. Bergstrom, Jevin D. West",Carl,Bergstrom,9780525509202,525509208,"Bullshit isn't what it used to be. Now, two science professors give us the tools to dismantle misinformation and think clearly in a world of fake news and bad data. ""A modern classic . . . a straight-talking survival guide to the mean streets of a dying democracy and a global pandemic.""--Wired Misinformation, disinformation, and fake news abound and it's increasingly difficult to know what's true. Our media environment has become hyperpartisan. Science is conducted by press release. Startup culture elevates bullshit to high art. We are fairly well equipped to spot the sort of old-school bullshit that is based in fancy rhetoric and weasel words, but most of us don't feel qualified to challenge the avalanche of new-school bullshit presented in the language of math, science, or statistics. In Calling Bullshit, Professors Carl Bergstrom and Jevin West give us a set of powerful tools to cut through the most intimidating data. You don't need a lot of technical expertise to call out problems with data. Are the numbers or results too good or too dramatic to be true? Is the claim comparing like with like? Is it confirming your personal bias? Drawing on a deep well of expertise in statistics and computational biology, Bergstrom and West exuberantly unpack examples of selection bias and muddled data visualization, distinguish between correlation and causation, and examine the susceptibility of science to modern bullshit. We have always needed people who call bullshit when necessary, whether within a circle of friends, a community of scholars, or the citizenry of a nation. Now that bullshit has evolved, we need to relearn the art of skepticism.",Random House Trade Paperbacks,2021-04-20,Right Case,,,,336.0,,,,,,,,,,,,,2025-09-23,1.0,https://covers.openlibrary.org/b/isbn/9780525509202-L.jpg,2025-09-28,False
book,Never Split the Difference,Chris Voss,Chris,Voss,9781847941497,1847941494,"A former international hostage negotiator for the FBI offers a new, field-tested approach to high-stakes negotiations--whether in the boardroom or at home.After a stint policing the rough streets of Kansas City, Missouri, Chris Voss joined the FBI, where his career as a hostage negotiator brought him face-to-face with a range of criminals, including bank robbers and terrorists. Reaching the pinnacle of his profession, he became the FBI's lead international kidnapping negotiator. Never Split the Difference takes you inside the world of high-stakes negotiations and into Voss's head, revealing the skills that helped him and his colleagues succeed where it mattered most: saving lives. In this practical guide, he shares the nine effective principles--counterintuitive tactics and strategies--you too can use to become more persuasive in both your professional and personal life.Life is a series of negotiations you should be prepared for: buying a car, negotiating a salary, buying a home, renegotiating rent, deliberating with your partner. Taking emotional intelligence and intuition to the next level, Never Split the Difference gives you the competitive edge in any discussion.",Random House Business Books,2017-03-23,Right Case,,,,288.0,,,,,,,,,,,,,2025-09-23,1.0,https://covers.openlibrary.org/b/isbn/9781847941497-L.jpg,2025-09-28,False
book,Batman: Year One,"Frank Miller, David Mazzucchelli",Frank,Miller,9781401207526,1401207529,"A New York Times Best Seller!A deluxe trade paperback edition of one of the most important and critically acclaimed Batman adventures ever, written by Frank Miller, author of THE DARK KNIGHT RETURNS!In addition to telling the entire dramatic story of Batman's first year fighting crime, this collection includes reproductions of original pencils, promotional art, script pages, unseen David Mazzucchelli Batman art and more.",DC Comics,2007-01-10,Right Case,,,,136.0,,,,,,,,,,,,,2025-09-23,1.0,https://covers.openlibrary.org/b/isbn/9781401207526-L.jpg,2025-09-28,False
book,Mister Miracle,Tom King,Tom,King,9781401283544,1401283543,"No prison can hold him. No trap can contain him. He is Scott Free, the worldwide celebrity sensation known as Mister Miracle, and he is the greatest escape artist who ever lived. But can he pull off the ultimate trick--and escape death itself?Something has gone horribly wrong with the perfect life that Scott and his wife Big Barda have made for themselves on Earth. With war raging between their homeworlds of Apokolips and New Genesis, Scott's cruel adoptive father, Darkseid, seems to have finally found the Anti-Life Equation--the weapon that will give him total victory.As the mountains of bodies on both sides grow ever higher, only Mister Miracle can stop the slaughter and restore peace. But the terrible power of the Anti-Life Equation may already be at work in his own mind, warping his reality and shattering the fragile happiness he's found with the woman he loves.Is death the trap that's been waiting for him all along? Or is it life itself? And what price will Scott Free have to pay to learn the answer?Eisner Award winners Tom King and Mitch Gerads present a bold new vision of one of Jack Kirby's greatest creations with Mister Miracle--powerful, intimate and utterly unique, this modern comics classic will challenge everything you know about super-heroism! Collects the entire 12-issue series.",DC Comics,2019-02-19,Right Case,,,,320.0,,,,,,,,,,,,,2025-09-23,1.0,https://covers.openlibrary.org/b/isbn/9781401283544-L.jpg,2025-09-28,False
book,Vision: the Complete Collection,"Marvel Comics, Gabriel Hernandez Walta, Tom King, Michael Walsh",Marvel,Comics,9781302920555,1302920553,"A super hero story like no other. He was created to kill the Avengers - but he turned against his ""father."" He found a home among Earth's Mightiest Heroes, and love in the arms of the Scarlet Witch. It didn't end well. Now, the Vision just wants an ordinary life - with a wife and two children, a home in the suburbs, perhaps even a dog. But it won't end any better. Everything is nice and normal - until the deaths begin. Tom King and Gabriel Hernandez Walta confound expectations in their heartbreaking, gut-wrenching, breathtaking magnum opus - collected in all its Eisner Award-winning glory. COLLECTING: VISION 1-12","Marvel Worldwide, Incorporated",2019-11-26,Right Case,,,,288.0,,,,,,,,,,,,,2025-09-23,1.0,https://covers.openlibrary.org/b/isbn/9781302920555-L.jpg,2025-09-28,False
,Joker,Brian Azzarello,,,9781401215811,,"""Joker is getting out of the madhouse and, though he's laughing, he's not happy. While away, his fellow rogues have sliced and diced his chunk of the pie and sold it off for scrap-- thinking he was gone for good. But now Joker's back on the street and eager to make Gotham bleed like it's never bled before. During this long night of the soul, he'll cross paths with the likes of The Penguin, Two-Face, Killer Croc, Harley Quinn, The Riddler and, of course, The Batman-- and heaven help them all"" -- dust jacket.",,2008,Right Case,,,,,,,,,,,,,,,,,,,"https://m.media-amazon.com/images/I/61Z9qWBA+PL._UF1000,1000_QL80_.jpg",2025-09-28,False
,The 99% Invisible City,"Roman Mars, Kurt Kohlstedt",,,9780358126607,,"""A beautifully designed guidebook to the unnoticed yet essential elements of our cities, from the creators of the wildly popular 99% Invisible podcast."" --

Have you ever stopped to consider why you don't see metal fire escapes on new buildings? Or pondered the story behind those dancing inflatable figures in car dealerships? Mars and Kohlstedt reveal the stories baked into the buildings we inhabit, the streets we drive, and the sidewalks we traverse. They celebrate design and architecture in all of its functional glory and accidental absurdity, with tales of both designers and the people impacted by their designs. This exploration of the origins and stories behind power grids, fire escapes, drinking fountains and more will delight anyone curious about design, urban environments, and the unsung marvels of the world around them. -- adapted from wrap-around and Amazon info",,"Oct 06, 2020",Right Case,,,,400.0,,,,,,,,,,,,,,,https://covers.openlibrary.org/b/isbn/9780358126607-L.jpg,2025-09-28,False
